button	ˈbʌtn	n.扣子；按钮 vt.扣紧	3			
buy	bai	vt.买，购买 vi.买	3			
by	bai	prep.在…旁；被，由	3			
cabbage	ˈkæbidʒ	n.洋白菜，卷心菜	3			
cabin	ˈkæbin	n.小屋；船舱，机舱	1			
cabinet	ˈkæbinit	n.橱，柜；内阁	1			
cable	ˈkeibl	n.缆，索；电缆；电报	2			
cafe	ˈkæfei	n.咖啡馆；小餐厅	2			
cafeteria	ˈkæfiˈtiəriə	n.自助食堂	1			
cage	keidʒ	n.笼；鸟笼，囚笼	3			
cake	keik	n.饼，糕，蛋糕	3			
calculate	ˈkælkjuleit	vt.计算；估计；计划	2			
calculation	ˌkælkjuˈlei∫ən	n.计算，计算结果	2			
calculator	ˈkælkjuleitə	n.计算器，计算者	1			
calendar	ˈkælində	n.日历，历书；历法	2			
call	kɔːl	vt.把…叫做；叫，喊	3			
calm	kɑːm	a.静的，平静的	3			
camel	ˈkæməl	n.骆驼	3			
camera	ˈkæmərə	n.照相机，摄影机	3			
camp	kæmp	n.野营，营地，兵营	3			
campaign	kæmˈpein	n.战役；运动	2			
campus	ˈkæmpəs	n.校园，学校场地	2			
can	kæn	aux.v.能，会，可能	3			
Canada	ˈkænədə	n.加拿大	3			
Canadian	kəˈneidjən	a.加拿大的	3			
canal	kəˈnæl	n.运河；沟渠；管	2			
cancel	ˈkænsəl	vt.取消，撤消；删去	2			
cancer	ˈkænsə	n.癌，癌症，肿瘤	2			
candidate	ˈkændidit	n.候选人；投考者	1	cand		
candle	ˈkændl	n.蜡烛；烛形物；烛光	3	cand		
candy	ˈkændi	n.糖果；砂糖结晶	3			
cannon	ˈkænən	n.大炮，火炮；榴弹炮	2			
canoe	kəˈnuː	n.独木舟，皮艇，划子	2			
canteen	kænˈtiːn	n.小卖部；临时餐室	2			
canvas	ˈkænvəs	n.粗帆布；一块油画布	2			
cap	kæp	n.帽子，便帽；帽状物	3			
capable	ˈkeipəbl	a.有能力的，有才能的	1	cap		
capacity	kəˈpæsiti	n.容量；能力；能量	1	cap		
capital	ˈkæpitəl	n.资本，资金；首都	1	capit		
captain	ˈkæptin	n.陆军上尉；队长	2	capit		
captive	ˈkæptiv	n.俘虏，被监禁的人	1	cap		
capture	ˈkæpt∫ə	vt.捕获，俘获；夺得	1	cap		
car	kɑː	n.汽车，小汽车，轿车	3			
carbon	ˈkɑːbən	n.碳	2			
card	kɑːd	n.卡，卡片，名片	3			
care	keə	vi.关心，介意 n.小心	3			
career	kəˈriə	n.生涯，职业，经历	2			
careful	ˈkeəful	a.仔细的；细致的	3			
careless	ˈkeəlis	a.粗心的，漫不经心的	3			
cargo	ˈkɑːgəu	n.船货，货物	2			
carpenter	ˈkɑːpintə	n.木工，木匠	2			
carpet	ˈkɑːpit	n.地毯，毡毯，毛毯	2			
carriage	ˈkæridʒ	n.客车厢；四轮马车	2			
carrier	ˈkæriə	n.运输工具；运载工具	2			
carrot	ˈkærət	n.胡罗卜	3			
carry	ˈkæri	vt.携带；运载；传送	3			
cart	kɑːt	n.二轮运货马车	3			
carve	kɑːv	vt.刻，雕刻；切开	2			
case	keis	n.情况；事实；病例	3	cad		
cash	kæ∫	n.现金，现款	2			
cassette	kɑːˈset	n.盒式录音带；盒子	2			
cast	kɑːst	vt.投，扔，抛；浇铸	2			
castle	ˈkæsl	n.城堡；巨大建筑物	3			
casual	ˈkæʒuəl	a.偶然的；随便的	1	cad		
cat	kæt	n.猫，猫科，猫皮	3			
catalog	ˈkætəlɔg	n.目录，目录册	1	log		
catch	kæt∫	vt.捉住；赶上；领会	3			
cathedral	kəˈθiːdrəl	n.总教堂；大教堂	2			
cattle	ˈkætl	n.牛；牲口，家畜	3			
cause	kɔːz	n.原因，理由；事业	2			
cave	keiv	n.山洞，洞穴，窑洞	2			
cease	siːs	vi.&vi.&n.停止，停息	1	ced		
ceiling	ˈsiːliŋ	n.天花板，顶蓬	2			
celebrate	ˈselibreit	vt.庆祝；歌颂，赞美	2			
cell	sel	n.细胞；小房间	2			
cellar	ˈselə	n.地窑，地下室	2			
cement	siˈment	n.水泥；胶泥 vt.粘结	2			
cent	sent	n.分；分币；百	3	cent		
centigrade	ˈsentigreid	a.百分度的	2	cent	cent,grad	cent(百)+grad(步)，百分度
centimetre	ˈsentiˌmiːtə	n.公分，厘米	2	cent	cent,meter	cent(百)+meter(测量)，百分之一米
central	ˈsentr(ə)l	a.中心的；主要的	2			
centre	ˈsentə	n.中心；中枢 vt.集中	3			
century	ˈsent∫uri	n.世纪，百年	2	cent		
ceremony	ˈseriməni	n.典礼，仪式；礼节	2			
certain	ˈsəːtən	a.确实的；肯定的	2	cern		
certainly	ˈsəːtənli	ad.一定，必定；当然	2	cern		
certainty	ˈsəːtənti	n.必然；肯定	2	cern		
certificate	səˈtifikit	n.证书，证件，执照	1	cern		
chain	t∫ein	n.链，链条，项圈	3			
chair	t∫eə	n.椅子；主席	3			
chairman	ˈt∫eəmən	n.主席；议长，会长	3			
chalk	t∫ɔːk	n.白垩；粉笔	3			
challenge	ˈt∫ælindʒ	n.挑战；要求，需要	2			
chamber	ˈt∫eimbə	n.会议室；房间；腔	2			
champion	ˈt∫æmpjən	n.冠军，得胜者	2			
chance	t∫ɑːns	n.机会，机遇；可能性	3	cad		
change	t∫eindʒ	n.改变，变化；零钱	3			
channel	ˈt∫ænl	n.海峡；渠道；频道	2			
chapter	ˈt∫æptə	n.章，回，篇	2	capit		
character	ˈkæriktə	n.性格；特性；角色	2			
characteristic	ˌkæriktəˈristik	a.特有的 n.特性	1			
charge	t∫ɑːdʒ	vt.索价；控告 n.费用	2			
charity	ˈt∫æriti	n.施舍；慈善事业	1			
charming	ˈt∫ɑːmiŋ	a.迷人的，可爱的	2			
chart	t∫ɑːt	n.图，图表；海图	2			
chase	t∫eis	n.追逐，追赶，追求	2			
cheap	t∫iːp	a.廉价的；劣质的	2			
cheat	t∫iːt	vt.骗取；哄 vi.行骗	2			
check	t∫ek	vt.检查；制止 n.检查	3			
cheek	t∫iːk	n.面颊，脸蛋	3			
cheer	t∫iə	vt.使振作；欢呼	2			
cheerful	ˈt∫iəful	a.快乐的，愉快的	2			
cheese	t∫iːz	n.乳酪，干酪	3			
chemical	ˈkemikəl	a.化学的 n.化学制品	2			
chemist	ˈkemist	n.化学家；药剂师	2			
chemistry	ˈkemistri	n.化学	2			
cheque	t∫ek	n.支票	2			
cherry	ˈt∫eri	n.樱桃；樱桃树	3			
chess	t∫es	n.棋；国际象棋	2			
chest	t∫est	n.胸腔，胸膛；箱子	3			
chew	t∫uː	vt.咀嚼，嚼碎	3			
chicken	ˈt∫ikin	n.小鸡，小鸟；鸡肉	3			
chief	t∫iːf	a.主要的；首席的	2	capit		
child	t∫aild	n.小孩，儿童；儿子	3			
childhood	ˈt∫aildhud	n.童年，幼年；早期	3			
childish	ˈt∫aildi∫	a.孩子的；幼稚的	3			
chill	t∫il	vt.使变冷 n.寒冷	2			
chimney	ˈt∫imni	n.烟囱，烟筒；玻璃罩	2			
chin	t∫in	n.颏，下巴	3			
China	ˈt∫ainə	n.中国	3			
Chinese	ˈt∫aiˈniːz	a.中国的 n.中国人	3			
chocolate	ˈt∫ɔkəlit	n.巧克力；巧克力糖	3			
choice	t∫ɔis	n.选择，抉择	3			
choke	t∫əuk	vt.使窒息；塞满	2			
choose	t∫uːz	vt.选择，挑选；情愿	3			
chop	t∫ɔp	vt.砍，劈；切细 vi.砍	2			
Christian	ˈkristjən	n.基督教徒；信徒	2			
Christmas	ˈkrisməs	n.圣诞节	3			
church	t∫əːt∫	n.教堂，礼拜堂；教会	3			
cigarette	sigəˈret	n.香烟，纸烟，卷烟	2			
cinema	ˈsinimə	n.电影院；电影，影片	2			
circle	ˈsəːkl	n.圆，圆周；圈子	2	circ		
circuit	ˈsəːkit	n.电路；环行；巡行	1	circ		
circular	ˈsəːkjulə	a.圆的；循环的	2	circ		
circulate	ˈsəːkjuleit	vt.使循环 vi.循环	1	circ		
circumference	səˈkʌmfərəns	n.圆周，周长，圆周线	1	fer		
circumstance	ˈsəːkəmstəns	n.情况，条件；境遇	2	sist		
citizen	ˈsitizn	n.公民；市民，居民	2	civ		
city	ˈsiti	n.城市，都市	3	civ		
civil	ˈsivl	a.公民的；文职的	2	civ		
civilization	sivəliˈzei∫ən	n.文明，文化；开化	2	civ		
civilize	ˈsivilaiz	vt.使文明；教育	2	civ		
claim	kleim	vt.声称，主张；索取	1	claim		
clap	klæp	vi.拍手 vt.拍，轻拍	2			
clarify	ˈklærifai	vt.澄清，阐明	1	clar		
clasp	klɑːsp	n.扣子，钩子；别针	2			
class	klɑːs	n.班，班级；阶级	3			
classical	ˈklæsikəl	a.古典的；经典的	2			
classification	ˌklæsifiˈkei∫ən	n.分类/级;分类法	1			
classify	ˈklæsifai	vt.把…分类	1			
classmate	ˈklɑːsmeit	n.同班同学	3			
classroom	ˈklɑːsrum	n.教室，课堂	3			
claw	klɔː	n.爪，脚爪，螯	3			
clay	klei	n.粘土，泥土；肉体	3			
clean	kliːn	a.清洁的；纯洁的	3			
clear	kliə	a.清晰的 vt.清除	3	clar		
clearly	ˈkliəli	ad.明白地，清晰地	3	clar		
clerk	klərk	n.店员；办事员，职员	2			
clever	ˈklevə	a.聪明的；机敏的	3			
cliff	klif	n.悬崖，峭壁	2			
climate	ˈklaimit	n.气候；风土，地带	2			
climb	klaim	vi.攀登，爬 vt.爬	3			
cloak	kləuk	n.斗篷；覆盖(物)	2			
clock	klɔk	n.钟，仪表	3			
close	kləuz	vt.关，闭；结束	3	clud		
closely	ˈkləuzli	ad.紧密地，接近地	3	clud		
cloth	klɔ(ː)θ	n.布；衣料；桌布	3			
clothe	kləuð	vt.给…穿衣服	2			
clothes	kləuðz	n.衣服，服装；被褥	3			
clothing	ˈkləuðiŋ	n.衣服，被褥	3			
cloud	klaud	n.云；云状物；阴影	3			
cloudy	ˈklaudi	a.多云的；云一般的	3			
club	klʌb	n.俱乐部，夜总会	3			
clue	kluː	n.线索，暗示，提示	2			
clumsy	ˈklʌmzi	a.笨拙的；愚笨的	2			
coach	kəut∫	n.长途公共汽车	2			
coal	kəul	n.煤，煤块	3			
coarse	kɔːs	a.粗的，粗糙的	2			
coast	kəust	n.海岸，海滨(地区)	2			
coat	kəut	n.外套，上衣；表皮	3			
cock	kɔk	n.公鸡；雄禽；旋塞	3			
code	kəud	n.准则；法典；代码	2			
coffee	ˈkɔfi	n.咖啡，咖啡茶	3			
coil	kɔil	n.(一)卷；线圈 vt.卷	2			
coin	kɔin	n.硬币；铸造(硬币)	2			
cold	kəuld	a.冷的；冷淡的 n.冷	3			
collapse	kəˈlæps	vi.倒坍；崩溃，瓦解	1			
collar	ˈkɔlə	n.衣领，项圈	2			
colleague	ˈkɔliːg	n.同事，同僚	1			
collect	kəˈlekt	vt.收集 vi.收款	2	lect		
collection	kəˈlek∫ən	n.搜集，收集；收藏品	2	lect		
collective	kəˈlektiv	a.集体的；集合性的	1	lect		
college	ˈkɔlidʒ	n.学院；大学	2			
collision	kəˈliʒən	n.碰撞；冲突	1			
colonel	ˈkəːnl	n.陆军上校；中校	2			
colony	ˈkɔləni	n.殖民地；侨居地	1			
color	ˈkʌlə	n.颜色，彩色；颜料	3			
column	ˈkɔləm	n.柱，支柱，圆柱	1			
comb	kəum	n.梳子 vt.梳理	3			
combination	ˌkɔmbiˈnei∫ən	n.结合,联合;化合	1			
combine	kəmˈbain	vt.使结合；兼有	2			
come	kʌm	vi.来，来到；出现	3			
comfort	ˈkʌmfət	n.舒适；安慰 vt.安慰	2	fort		
comfortable	ˈkʌmfətəbl	a.舒适的，安慰的	2	fort		
command	kəˈmɑːnd	vt.命令，指挥；控制	2			
commander	kəˈmɑːndə	n.司令官，指挥员	1			
comment	ˈkɔment	n.评论，意见；注释	2	ment		
commerce	ˈkɔmə(ː)s	n.商业，贸易；社交	1			
commercial	kəˈməː∫əl	a.商业的；商品化的	1			
commission	kəˈmi∫ən	n.委任状；委员会	1	mit		
commit	kəˈmit	vt.犯(错误);干(坏事)	1	mit		
committee	kəˈmiti	n.委员会；全体委员	2	mit		
common	ˈkɔmən	a.普通的；共同的	3			
commonly	ˈkɔmənli	ad.普通地，一般地	2			
communicate	kəˈmjuːnikeit	vi.通讯;传达;传播	2			
communication	kəˌmjuːniˈkei∫n	n.通讯;传达；交通	2			
communism	ˈkɔmjunizəm	n.共产主义	1			
communist	ˈkɔmjunist	n.共产党员	1			
community	kəˈmjuːniti	n.社区；社会；公社	2			
companion	kəmˈpænjən	n.同伴;共事者;伴侣	1			
company	ˈkʌmpəni	n.公司，商号；同伴	2			
comparative	kəmˈpærətiv	a.比较的，相对的	1	par		
compare	kəmˈpeə	vt.比较，对照；比作	2	par		
comparison	kəmˈpærisn	n.比较，对照；比似	2	par		
compass	ˈkʌmpəs	n.罗盘，指南针；圆规	1			
compel	kəmˈpel	vt.强迫，迫使屈服	1	pel		
compete	kəmˈpiːt	vi.比赛；竞争；对抗	2	pet		
competent	ˈkɔmpitənt	a.有能力的；应该做的	1	pet		
competition	kɔmpiˈti∫ən	n.竞争，比赛	2	pet		
compile	kəmˈpail	vt.编辑，编制，搜集	1			
complain	kəmˈplein	vi.抱怨，拆苦；控告	2			
complaint	kəmˈpleint	n.抱怨；怨言；控告	1			
complete	kəmˈpliːt	a.完整的；完成的	2	ple		
completely	kəmˈpliːtli	ad.十分，完全地	2	ple		
complex	ˈkɔmpleks	a.结合的；复杂的	2	plic		
complicate	ˈkɔmplikeit	vt.使复杂；使陷入	1	plic		
complicated	ˈkɔmplikeitid	a.复杂的，难懂的	2	plic		
component	kəmˈpəunənt	n.组成部分；分；组件	1	pon		
compose	kəmˈpəuz	vt.组成，构成；创作	1	pon		
composition	kɔmpəˈzi∫ən	n.构成；作品；写作	1	pon		
compound	ˈkɔmpaund	n.化合物；复合词	1	pon		
comprehension	ˌkɔmpriˈhen∫ən	n.理解，理解力；领悟	1	prehend		
comprehensive	ˌkɔmpriˈhensiv	a.广泛的；理解的	1	prehend		
compress	kəmˈpres	vt.压紧，压缩	1			
comprise	kəmˈpraiz	vt.包含，包括；构成	1			
compromise	ˈkɔmprəmaiz	n.妥协，和解	1			
compute	kəmˈpjuːt	vt.计算，估计，估算	1			
computer	kəmˈpjuːtə	n.计算机，电脑	3			
comrade	ˈkɔmrid	n.同志，亲密的同伴	2			
conceal	kənˈsiːl	vt.把…隐藏起来	1			
concentrate	ˈkɔnsentreit	vt.集中；聚集；浓缩	2			
concentration	ˌkɔnsenˈtrei∫ən	n.集中;专注;浓缩	1			
concept	ˈkɔnsept	n.概念，观念，设想	2	cap		
concern	kənˈsəːn	n.关心，挂念；关系	2	cern		
concerning	kənˈsəːniŋ	prep.关于	1	cern		
concert	ˈkɔnsət	n.音乐会，演奏会	2			
conclude	kənˈkluːd	vt.推断出；结束	2	clud		
conclusion	kənˈkluːʒən	n.结论，推论；结尾	2	clud		
concrete	ˈkɔnkriːt	n.混凝土；具体物	1	creas		
condemn	kənˈdem	vt.谴责，指责；判刑	1			
condense	kənˈdens	vt.压缩，使缩短	1			
condition	kənˈdi∫ən	n.状况，状态；环境	2	dic		
conduct	ˈkɔndʌkt,-dəkt	n.举止，行为；指导	2	duc		
conductor	kənˈdʌktə	n.售票员；(乐队)指挥	2	duc		
conference	ˈkɔnfərəns	n.会议，讨论会	1	fer		
confess	kənˈfes	vt.供认，承认；坦白	1			
confidence	ˈkɔnfidəns	n.信任；信赖；信心	2	fid		
confident	ˈkɔnfidənt	n.确信的，自信的	2	fid		
confine	ˈkɔnfain	vt.限制；禁闭	1	fin		
confirm	kənˈfəːm	vt.证实，肯定；批准	2	firm		
conflict	ˈkɔnflikt	n.争论；冲突；斗争	1			
confuse	kənˈfjuːz	vt.使混乱，混淆	2	fus		
confusion	kənˈfjuːʒən	n.混乱；骚乱；混淆	1	fus		
congratulate	kənˈgrætjuleit	vt.祝贺,向…道喜	1	grat		
congratulation	kənˌgrætjuˈlei∫ən	n.祝贺(词)	1	grat		
congress	ˈkɔŋgres	n.大会；国会，议会	1	grad		
conjunction	kənˈdʒʌŋk∫ən	n.接合,连接(词)	1	junct		
connect	kəˈnekt	vt.连接，连结；联系	2			
connection	kəˈnek∫ən	n.连接，联系；连贯性	2			
conquer	ˈkɔŋkə	vt.征服，战胜；破除	1	quir		
conquest	ˈkɔŋkwest	n.攻取，征服；克服	1	quir		
conscience	ˈkɔn∫əns	n.良心，道德心	1	sci		
conscious	ˈkɔn∫əs	a.意识到的；有意的	2	sci		
consciousness	ˈkɔn∫əsnis	n.意识,觉悟;知觉	1	sci		
consent	kənˈsent	n.同意，赞成 vi.同意	1	sens		
consequence	ˈkɔnsikwəns	n.结果，后果	2	sequ		
consequently	ˈkɔnsikwəntli	ad.因此/而,所以	1	sequ		
conservation	ˌkɔnsə(ː)ˈvei∫ən	n.保存，保护；守恒	1	serv		
conservative	kənˈsəːvətiv	a.保守的 n.保守的人	1	serv		
consider	kənˈsidə	vt.认为；考虑；关心	2			
considerable	kənˈsidərəbl	a.相当大的;重要的	1			
considerate	kənˈsidərit	a.考虑周到的；体谅的	1			
consideration	kənsidəˈrei∫ən	n.考虑，思考；体贴	1			
consist	kənˈsist	vi.由…组成；在于	1	sist		
consistent	kənˈsistənt	a.坚持的，一贯的	1	sist		
constant	ˈkɔnstənt	a.经常的；永恒的	2	sist		
constitution	ˌkɔnstiˈtjuː∫ən	n.章程;体质;构造	1	sist		
construct	kənˈstrʌkt	vt.建造；建设；构筑	1	stru		
construction	kənˈstrʌk∫ən	n.建造;建筑(物)	1	stru		
consult	kənˈsʌlt	vt.请教，查阅	1			
consume	kənˈsjuːm	vt.消耗，消费；消灭	1	sum		
consumption	kənˈsʌmp∫ən	n.消耗量；消耗	1	sum		
contact	ˈkɔntækt	vt.使接触；与…联系	2	tach		
contain	kənˈtein	vt.包含，容纳；等于	2	tain		
container	kənˈteinə	n.容器；集装箱	1	tain		
contemporary	kənˈtempərəri	a.当代的，同时代的	1	temp		
contempt	kənˈtempt	n.轻蔑；藐视；受辱	1			
content	kənˈtent	n.内容，目录；容量	2	tain		
contest	ˈkɔntest	vt.争夺，争取；辩驳	1	test		
continent	ˈkɔntinənt	n.大陆；陆地；洲	2	tain		
continual	kənˈtinjuəl	a.不断的；连续的	1	tain		
continue	kənˈtinjuː	vt.继续，连续；延伸	2	tain		
continuous	kənˈtinjuəs	a.连续不断的，持续的	2	tain		
contract	ˈkɔntrækt	n.契约，合同；婚约	2	tract		
contradiction	ˌkɔntrəˈdik∫ən	n.矛盾，不一致；否认	1	dic		
contrary	ˈkɔntrəri	a.相反的 n.相反	2			
contrast	ˈkɔntræst	n.对比，对照，悬殊	2			
contribute	kənˈtribjuːt	vt.捐献，捐助；投稿	2	trib		
control	kənˈtrəul	vt.控制，克制 n.控制	2			
convenience	kənˈviːnjəns	n.便利,方便；厕所	2	ven		
convenient	kənˈviːnjənt	a.便利的；近便的	2	ven		
convention	kənˈven∫ən	n.习俗，惯例；公约	1	ven		
conventional	kənˈven∫ənl	a.普通的；习惯的	1	ven		
conversation	ˌkɔnvəˈsei∫ən	n.会话,非正式会谈	2	vert		
conversely	ˈkɔnvəːsli	ad.相反地	1	vert		
conversion	kənˈvəː∫ən	n.转变，转化；改变	1	vert		
convert	kənˈvəːt	vt.使转变；使改变	1	vert		
convey	kənˈvei	vt.传送；运送；传播	1	vi		
convince	kənˈvins	vt.使确信，使信服	2	vinc		
cook	kuk	vt.烹调，煮 vt.烧菜	3			
cool	kuːl	a.凉的，冷静的	3			
cooperate	kəuˈɔpəreit	vi.合作，协作；配合	2	oper		
coordinate	kəuˈɔːdinit	vt.使协调，调节	1	ord		
cope	kəup	vi.对付，应付	1			
copper	ˈkɔpə	n.铜；铜币，铜制器	2			
copy	ˈkɔpi	n.抄件 vt.抄写，复制	3			
cord	kɔːd	n.细绳，粗线，索	2			
cordial	ˈkɔːrdʒəl	a.真诚的，诚恳的	1			
core	kɔː	n.果实的心，核心	2			
corn	kɔːn	n.谷物；(英)小麦	3			
corner	ˈkɔːnə	n.角；犄角；边远地区	3			
corporation	ˌkɔːpəˈrei∫ən	n.公司，企业；社团	1	corp		
correct	kəˈrekt	a.正确的 vt.纠正	2	reg		
correction	kəˈrek∫ən	n.改正，纠正，修改	1	reg		
correspond	kɔːrəˈspɔnd	vi.相符合；相当	1			
correspondent	ˌkɔrisˈpɔndənt	n.通信者;通讯员	1			
corresponding	ˌkɔrisˈpɔndiŋ	a.相应的;符合的	1			
corridor	ˈkɔridɔː	n.走廊，回廊，通路	1	cur		
cost	kɔst	n.价格，代价；成本	3			
costly	ˈkɔstli	a.昂贵的；价值高的	1			
cottage	ˈkɔtidʒ	n.村舍，小屋	1			
cotton	ˈkɔtn	n.棉；棉线；棉布	3			
cough	kɔːf	vi.咳，咳嗽 n.咳嗽	3			
could	kud	aux.v.(can 的过去式)	3			
council	ˈkaunsil	n.理事会，委员会	1			
count	kaunt	vt.计算 vi.数，计数	3			
counter	ˈkauntə	n.柜台；计数器	2			
country	ˈkʌntri	n.国家，国土；农村	3			
countryside	ˈkʌntrisaid	n.乡下，农村	3			
county	ˈkaunti	n.英国的郡，美国的县	2			
couple	ˈkʌpl	n.夫妇；(一)对；几个	2			
courage	ˈkʌridʒ	n.勇气，胆量，胆识	2			
course	kɔːs	n.课程；过程；一道菜	3	cur		
court	kɔːt	n.法院，法庭；庭院	2			
cousin	ˈkʌzn	n.堂(或表)兄弟(姐妹)	3			
cover	ˈkʌvə	vt.盖，包括 n.盖子	3			
cow	kau	n.母牛，奶牛；母兽	3			
coward	ˈkauəd	n.懦夫；胆怯者	2			
crack	kræk	n.裂缝，裂纹 vi.爆裂	2			
craft	krɑːft	n.工艺；手艺，行业	2			
crane	krein	n.起重机，摄影升降机	2			
crash	kræ∫	vi.碰撞，坠落 n.碰撞	2			
crawl	krɔːl	vi.爬，爬行	2			
crazy	ˈkreizi	a.疯狂的，荒唐的	2			
cream	kriːm	n.奶油，乳脂；奶油色	3			
create	kriˈeit	vt.创造；引起，产生	2	creas		
creative	kri(ː)ˈeitiv	a.创造性的，创作的	2	creas		
creature	ˈkriːt∫ə	n.生物，动物，家畜	2	creas		
credit	ˈkredit	n.信用贷款；信用	2	cred		
creep	kriːp	vi.爬行；缓慢地行进	2			
crew	kruː	n.全体船员	2			
cricket	ˈkrikit	n.板球；蟋蟀	1			
crime	kraim	n.罪，罪行；犯罪	2	cern		
criminal	ˈkriminl	n.犯人，罪犯，刑事犯	2	cern		
cripple	ˈkripl	n.跛子；残废的人	1			
crisis	ˈkraisis	n.危机；存亡之际	2	cern		
critic	ˈkritik	n.批评家，爱挑剔的人	2	cern		
critical	ˈkritikəl	a.决定性的；批评的	2	cern		
criticism	ˈkritisiz(ə)m	n.批评；批判；评论	2	cern		
criticize	ˈkritisaiz	vt.批评；评论；非难	2	cern		
crop	krɔp	n.农作物，庄稼；一熟	3			
cross	krɔs	vt.穿过；使交叉	3			
crow	krəu	n.鸦，乌鸦 vi.啼	2			
crowd	kraud	n.群；大众；一伙人	3			
crown	kraun	n.王冠，冕；花冠	2			
crude	kruːd	a.简陋的；天然的	2			
cruel	ˈkruəl	a.残忍的，残酷的	2			
crush	krʌ∫	vt.压碎，碾碎；镇压	2			
crust	krʌst	n.面包皮；硬外皮	1			
cry	krai	vi.哭，哭泣；叫喊	3			
crystal	ˈkristl	n.水晶，结晶体；晶粒	2			
cube	kjuːb	n.立方形；立方	2			
cubic	ˈkjuːbik	a.立方形的；立方的	1			
cucumber	ˈkjuːkʌmbə	n.黄瓜	3			
cultivate	ˈkʌltiveit	vt.耕；种植；培养	2			
culture	ˈkʌlt∫ə	n.文化，文明；教养	2			
cunning	ˈkʌniŋ	a.狡猾的，狡诈的	1			
cup	kʌp	n.杯子；(一)杯；奖杯	3			
cupboard	ˈkʌbəd	n.碗柜，碗碟橱；食橱	3			
cure	kjuə	vt.医治；消除 n.治愈	2	cur		
curiosity	ˌkjuəriˈɔsiti	n.好奇，好奇心；珍品	2	cur		
curious	ˈkjuəriəs	a.好奇的；稀奇古怪的	2	cur		
curl	kəːl	n.卷毛；螺旋 vi.卷曲	2			
current	ˈkʌrənt	a.当前的；通用的	2	cur		
curse	kəːs	n.诅咒，咒骂；天谴	2			
curtain	ˈkəːtən	n.帘，窗帘；幕(布)	3			
curve	kəːv	n.曲线；弯 vt.弄弯	2			
cushion	ˈku∫ən	n.垫子，坐垫，靠垫	1			
custom	ˈkʌstəm	n.习惯，风俗；海关	2			
customer	ˈkʌstəmə	n.顾客，主顾	2			
cut	kʌt	vt.切，割，剪；减少	3			
cycle	ˈsaikl	n 自行车，循环	2	circ		
daily	ˈdeili	a.每日的 n.日报	3			
dairy	ˈdeəri	n.牛奶场；乳制品	2			
dam	dæm	n.水坝，水堤；障碍物	2			
damage	ˈdæmidʒ	vt.损害，毁坏 n.损害	2			
damp	dæmp	a.潮湿的，有湿气的	2			
dance	ˈdɑːns	vi.跳舞；摇晃 n.舞	3			
danger	ˈdeindʒə	n.危险；危险事物	3			
dangerous	ˈdeindʒrəs	a.危险的，不安全的	3			
dare	deə	vt.&aux.v.敢；竟敢	3			
daring	ˈdeəriŋ	a.大胆的，勇敢的	2			
dark	dɑːk	a.暗的；黑色的	3			
darling	ˈdɑːliŋ	n.亲爱的人；宠儿	2			
dash	dæ∫	vt.使猛撞；溅 n.猛冲	2			
data	ˈdeitə	n.数据; 资料	2	don		
date	deit	n.日期 vt.注…日期	3	don		
daughter	ˈdɔːtə	n.女儿	3			
dawn	dɔːn	n.黎明；开端 vi.破晓	2			
day	dei	n.(一)天，白昼，白天	3			
daylight	ˈdeilait	n.白昼，日光；黎明	3			
dead	ded	a.死的，无生命的	3			
deadly	ˈdedli	a.致命的，死一般的	2			
deaf	def	a.聋的；不愿听的	3			
deal	diːl	n.买卖；待遇 vt.给予	3			
dear	diə	a.亲爱的 int.啊	3			
death	deθ	n.死，死亡；灭亡	3			
debate	diˈbeit	n.&vi.争论，辩论	2			
debt	det	n.债，债务，欠债	2			
decade	ˈdekeid	n.十年，十年期	2			
decay	diˈkei	vi.腐烂；衰败 n.腐烂	2	cad		
deceit	diˈsiːt	n.欺骗，欺诈	1	cap		
deceive	diˈsiːv	vt.欺骗，蒙蔽，行骗	2	cap		
December	diˈsembə	n.十二月	3			
decent	ˈdiːsnt	a.正派的；体面的	2			
decide	diˈsaid	vt.决定，决心；解决	2	cid		
decision	diˈsiʒən	n.决定，决心；果断	2	cid		
deck	dek	n.甲板；舱面；层面	2			
declare	diˈkleə	vt.断言；声明；表明	2	clar		
decorate	ˈdekəreit	vt.装饰，装璜，修饰	2			
decrease	diːˈkriːs	vi.&n.减少，减少	2	creas		
deduce	diˈdjuːs	vt.演绎，推论，推断	2	duc		
deed	diːd	n.行为；功绩；契约	2			
deep	diːp	a.深的；纵深的	3			
deepen	ˈdiːpən	vt.加深 vi.深化	2			
deer	diə	n.鹿	3			
defeat	diˈfiːt	vt.战胜，击败；挫败	2	fac		
defect	diˈfekt	n.缺点，缺陷，欠缺	2	fac		
defence	diˈfens	n.防御；防务；辩护	2			
defend	diˈfend	vt.保卫，防守	2			
define	diˈfain	vt.给…下定义；限定	2	fin		
definite	ˈdefinit	a.明确的；肯定的	2	fin		
definitely	ˈdefinitli	ad.一定地，明确地	2	fin		
definition	ˌdefiˈni∫ən	n.定义，释义；定界	2	fin		
degree	diˈgriː	n.程度；度；学位	3	grad		
delay	diˈlei	vt.推迟；耽搁；延误	2			
delete	diˈliːt	vt.删除；擦掉	2			
delegation	ˌdeliˈgei∫ən	n.代表团	1	lect		
delicate	ˈdelikit	a.纤细的；易碎的	2			
delicious	diˈli∫əs	a.美味的，怡人的	3			
